Cluster Index	Z	x	y	z	
4	3.87	-60	-60	22
4	3.6	-54	-56	18
4	3.58	-62	-22	24
4	3.45	-62	-40	26
4	3.18	-72	-12	18
4	3.11	-66	-8	10
3	3.92	-38	40	30
3	3.54	-32	32	40
3	3.12	-48	48	16
3	3.07	-44	48	20
3	2.83	-52	42	22
2	3.71	36	60	6
2	3.4	30	48	32
2	3.36	28	44	30
2	3.33	28	64	22
2	3.21	36	64	22
2	3.05	24	50	8
1	3.97	-2	-46	62
1	3.75	-2	-42	68
1	3.35	-14	-60	56
