45.283	0.772	-1.0
48.49100000000001	0.772	0.0
53.239	0.772	1.0
70.615	0.772	-1.5
78.73	0.772	-0.5
81.52	0.772	0.5
84.366	0.772	1.5
91.62899999999999	0.772	-2.0
95.677	0.772	-1.0
97.594	0.772	0.0
102.074	0.772	1.0
104.756	0.772	2.0
121.31	0.772	-3.0
125.251	0.772	-2.0
127.73	0.772	-1.0
130.312	0.772	0.0
132.621	0.772	1.0
134.485	0.772	2.0
138.694	0.772	3.0
155.96200000000002	0.772	-2.5
159.827	0.772	-1.5
162.187	0.772	-0.5
164.386	0.772	0.5
167.729	0.772	1.5
170.285	0.772	2.5
177.429	0.772	-2.0
182.83900000000003	0.772	-1.0
185.94299999999998	0.772	0.0
189.658	0.772	1.0
195.738	0.772	2.0
207.17	0.772	-2.5
211.39700000000002	0.772	-1.5
215.622	0.772	-0.5
219.701	0.772	0.5
222.239	0.772	1.5
225.333	0.772	2.5
242.266	0.772	-2.0
252.93400000000003	0.772	-1.0
256.626	0.772	0.0
259.099	0.772	1.0
263.582	0.772	2.0
274.867	0.772	-1.0
283.404	0.772	0.0
286.117	0.772	1.0
294.367	0.772	-2.0
298.125	0.772	-1.0
302.143	0.772	0.0
304.628	0.772	1.0
308.098	0.772	2.0
315.043	0.772	-0.5
318.172	0.772	0.5
330.37	0.772	-2.5
335.65	0.772	-1.5
338.441	0.772	-0.5
340.634	0.772	0.5
344.57	0.772	1.5
346.967	0.772	2.5
357.338	0.772	0.0
438.806	0.772	-3.5
444.087	0.772	-2.5
446.82599999999996	0.772	-1.5
449.79900000000004	0.772	-0.5
453.466	0.772	0.5
456.681	0.772	1.5
459.676	0.772	2.5
462.44699999999995	0.772	3.5
469.061	0.772	-2.0
475.95599999999996	0.772	-1.0
478.217	0.772	0.0
481.033	0.772	1.0
484.55800000000005	0.772	2.0
496.39599999999996	0.772	-3.0
501.38800000000003	0.772	-2.0
503.374	0.772	-1.0
505.899	0.772	0.0
507.611	0.772	1.0
511.621	0.772	2.0
515.7040000000001	0.772	3.0
556.8330000000001	0.772	-2.0
562.243	0.772	-1.0
566.081	0.772	0.0
567.952	0.772	1.0
571.4019999999999	0.772	2.0
582.067	0.772	-2.0
587.92	0.772	-1.0
589.962	0.772	0.0
593.229	0.772	1.0
596.0840000000001	0.772	2.0
