0.063	0.772	1.0
4.4830000000000005	0.772	1.0
43.153	0.772	1.0
45.43	0.772	1.0
48.483000000000004	0.772	1.0
51.457	0.772	1.0
60.793	0.772	1.0
66.309	0.772	1.0
85.382	0.772	1.0
87.84100000000001	0.772	1.0
89.91	0.772	1.0
93.21	0.772	1.0
103.551	0.772	1.0
106.762	0.772	1.0
203.321	0.772	1.0
207.69299999999998	0.772	1.0
227.305	0.772	1.0
231.86900000000003	0.772	1.0
241.828	0.772	1.0
243.953	0.772	1.0
276.931	0.772	1.0
280.186	0.772	1.0
283.08299999999997	0.772	1.0
286.07	0.772	1.0
318.797	0.772	1.0
323.908	0.772	1.0
334.12300000000005	0.772	1.0
336.87	0.772	1.0
339.08	0.772	1.0
341.02	0.772	1.0
343.48699999999997	0.772	1.0
345.098	0.772	1.0
516.491	0.772	1.0
522.677	0.772	1.0
529.625	0.772	1.0
531.748	0.772	1.0
550.3340000000001	0.772	1.0
553.016	0.772	1.0
562.687	0.772	1.0
568.673	0.772	1.0
585.087	0.772	1.0
588.335	0.772	1.0
