Cluster Index	Z	x	y	z	
5	4.14	-36	-28	46
5	3.27	-38	-34	46
5	3.23	-42	-28	42
5	3.22	-38	-24	56
5	3.2	-38	-40	64
5	3.1	-46	-28	56
4	3.53	-24	12	18
4	3.27	-28	6	12
4	3.18	-20	2	16
4	3.02	-18	16	24
4	2.86	-20	18	14
3	3.47	-22	-62	18
3	2.82	-26	-72	16
3	2.77	-26	-62	26
3	2.65	-24	-68	12
2	3.33	-2	10	26
2	3.13	2	6	32
2	2.85	6	14	26
2	2.54	-6	14	32
1	3.47	44	-42	4
1	2.78	40	-42	20
