Cluster Index	Z	x	y	z	
23	4.08	38	13	14
23	4.01	31	10	13
23	3.9	34	15	16
23	3.85	33	18	17
23	3.81	29	6	16
23	3.8	39	15	12
22	4.45	36	14	30
22	4.42	31	27	32
22	3.74	30	18	31
22	3.69	34	20	32
22	3.53	34	16	29
22	3.53	30	13	29
21	3.87	36	43	15
21	3.73	36	38	19
21	3.69	35	41	14
21	3.55	37	42	13
21	3.48	26	40	17
21	3.39	40	44	15
20	4.1	22	11	14
20	4.02	19	14	11
20	3.39	21	9	8
20	3.27	18	10	11
20	3.25	18	16	9
20	2.81	21	13	9
19	4.05	21	51	19
19	3.88	23	53	18
19	3.61	23	45	18
19	3.39	20	53	15
19	3.27	23	48	18
19	3.16	19	51	16
18	4.05	37	53	19
18	3.9	41	52	16
18	3.54	41	52	19
18	3.38	43	50	16
18	3.37	42	53	14
18	3.2	45	45	21
17	3.79	33	38	24
17	3.55	30	43	24
17	3.54	32	42	19
17	3.41	30	40	23
17	3.24	33	44	19
17	2.96	31	39	20
16	4.05	31	30	20
16	3.28	32	32	17
16	3.17	34	33	17
16	3.16	29	34	17
16	3.05	35	33	19
16	3.02	33	29	19
15	4.54	41	24	5
15	4.25	43	23	4
15	3.72	45	21	5
15	3.46	46	25	6
15	2.94	37	25	3
15	2.89	35	23	3
14	4.03	48	17	5
14	3.24	50	18	11
14	3.13	49	20	11
14	2.98	48	20	9
14	2.82	48	23	10
14	2.81	45	18	9
13	4.92	39	48	11
13	3.76	37	55	12
13	3.38	39	43	9
13	2.9	43	49	10
13	2.79	38	53	11
12	3.89	29	15	5
12	3.75	29	13	8
12	3.55	27	13	8
12	3.5	25	15	7
12	3.37	21	15	6
12	3.2	28	12	6
11	4.58	25	37	21
11	3.95	23	34	21
11	3.7	26	36	19
11	3.64	26	32	22
11	3.41	27	32	20
11	3.14	25	40	21
10	3.85	18	36	14
10	3.14	17	40	10
10	3.01	21	40	15
10	2.94	18	39	14
10	2.86	14	38	13
10	2.83	17	39	12
9	4.07	31	27	27
9	3.82	34	26	29
9	3.21	34	27	27
8	4.72	25	46	10
8	4.12	25	48	9
8	3.4	25	51	10
7	3.78	48	15	16
7	3.54	48	17	14
7	3.27	48	15	19
7	3.18	47	13	13
7	3.01	50	18	17
6	4.15	26	42	28
6	3.04	23	38	28
5	3.48	36	9	9
5	3.38	38	12	7
5	3.18	41	13	7
5	2.8	36	11	10
4	3.51	40	20	32
4	3.38	37	25	33
4	3.2	35	24	33
4	2.85	37	18	31
3	3.59	24	21	17
3	3.41	25	18	20
3	3.34	24	23	18
3	3.2	25	20	20
3	2.88	23	25	18
3	2.47	22	23	20
2	3.67	40	23	22
2	3.6	37	24	20
2	3.33	38	22	21
2	2.83	35	24	19
1	3.92	40	35	22
1	2.87	36	33	21
1	2.5	40	32	23
