Cluster Index	Z	x	y	z	
8	4.14	44	-54	50
8	3.93	52	-44	44
8	3.77	44	-64	56
8	2.98	40	-44	50
8	2.92	58	-48	32
8	2.89	40	-40	36
7	4.44	16	-66	40
7	3.39	12	-78	50
7	3.37	8	-76	46
7	3.3	8	-72	42
7	2.87	6	-84	48
6	3.51	50	20	46
6	3.42	40	12	36
6	3.07	46	16	38
6	2.4	32	14	32
5	4	2	60	20
5	3.34	10	40	18
5	3.18	6	42	14
5	3.12	4	66	24
4	3.6	26	56	-10
4	3.57	30	62	-6
3	4.21	42	54	-4
2	3.83	-52	-52	-50
2	3.5	-52	-64	-44
2	3.47	-50	-50	-44
1	3.3	42	16	-2
1	3.28	50	12	0
1	3.12	54	14	2
