Cluster Index	Z	x	y	z	
7	5.17	18	35	13
7	4.56	20	40	12
7	4.21	21	30	5
7	4.04	21	36	10
7	3.94	28	32	10
7	3.76	22	26	8
6	3.94	36	56	27
6	3.89	37	55	21
6	3.84	37	56	17
6	3.64	37	48	16
6	3.33	34	51	25
6	3.31	39	54	15
5	4.41	28	25	29
5	4.25	39	26	29
5	4.1	27	31	28
5	3.94	37	27	31
5	3.67	26	32	25
5	3.61	38	30	32
4	4.82	25	63	22
4	4.51	24	59	21
4	3.38	28	58	18
4	3.21	23	51	21
3	4.11	41	58	1
3	3.57	50	56	4
3	3.19	46	58	4
3	3.18	44	59	4
2	4.06	44	47	23
2	3.88	42	44	22
2	3.66	46	43	24
2	2.96	41	41	20
1	4.26	47	29	9
1	4.04	47	27	11
1	3.03	50	26	15
